record_id,source_type,source,title,event_date,entity_name,raw_text,penalty_amount,agency,region,url
REG_000011,regulation,国家医保局-医保动态,长期照护师持证人数已超3万，2026年度第二次省际联考等您来报名（一...,2026-06-12,,"国家医保局-医保动态 长期照护师持证人数已超3万，2026年度第二次省际联考等您来报名（一...
国家医保局-医保动态 长期照护师持证人数已超3万，2026年度第二次省际联考等您来报名（一...",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20989.html
REG_000012,regulation,国家医保局-医保动态,新疆生产建设兵团医保和您一起比药价,2026-06-12,,"国家医保局-医保动态 新疆生产建设兵团医保和您一起比药价
国家医保局-医保动态 新疆生产建设兵团医保和您一起比药价",0,国家医疗保障局,新疆,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20980.html
REG_000013,regulation,国家医保局-医保动态,医保支付方式改革有关情况介绍（第5期）,2026-06-12,,"国家医保局-医保动态 医保支付方式改革有关情况介绍（第5期）
国家医保局-医保动态 医保支付方式改革有关情况介绍（第5期）",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20969.html
REG_000014,regulation,国家医保局-医保动态,青海省人民政府办公厅关于印发《青海省建立长期护理保险制度实施方案》的...,2026-06-12,,"国家医保局-医保动态 青海省人民政府办公厅关于印发《青海省建立长期护理保险制度实施方案》的...
国家医保局-医保动态 青海省人民政府办公厅关于印发《青海省建立长期护理保险制度实施方案》的...",0,国家医疗保障局,青海,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20972.html
REG_000015,regulation,国家医保局-医保动态,“四支付”全面开展 群众就医不再“来回跑”,2026-06-12,,"国家医保局-医保动态 “四支付”全面开展 群众就医不再“来回跑”
国家医保局-医保动态 “四支付”全面开展 群众就医不再“来回跑”",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/12/art_14_20958.html
REG_000016,regulation,国家医保局-医保动态,医保便民 “e站”进村,2026-06-11,,"国家医保局-医保动态 医保便民 “e站”进村
国家医保局-医保动态 医保便民 “e站”进村",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/11/art_14_20932.html
REG_000017,regulation,国家医保局-医保动态,集采八年，到底改变了什么？,2026-06-11,,"国家医保局-医保动态 集采八年，到底改变了什么？
国家医保局-医保动态 集采八年，到底改变了什么？",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/11/art_14_20930.html
REG_000018,regulation,国家医保局-医保动态,国家医保局上线“医保领域场景征集”功能,2026-06-11,,"国家医保局-医保动态 国家医保局上线“医保领域场景征集”功能
国家医保局-医保动态 国家医保局上线“医保领域场景征集”功能",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/11/art_14_20918.html
REG_000019,regulation,国家医保局-医保动态,北京市医保局、北京市检察院、北京市公安局联合发布依法惩治医保骗保犯罪...,2026-06-10,,"国家医保局-医保动态 北京市医保局、北京市检察院、北京市公安局联合发布依法惩治医保骗保犯罪...
国家医保局-医保动态 北京市医保局、北京市检察院、北京市公安局联合发布依法惩治医保骗保犯罪...",0,国家医疗保障局,北京,https://www.nhsa.gov.cn/art/2026/6/10/art_14_20927.html
REG_000020,regulation,国家医保局-医保动态,医保支付方式改革有关情况介绍（第4期）,2026-06-10,,"国家医保局-医保动态 医保支付方式改革有关情况介绍（第4期）
国家医保局-医保动态 医保支付方式改革有关情况介绍（第4期）",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/10/art_14_20908.html
REG_000021,regulation,国家医保局-医保动态,跨省共济，让医保个账资金成为“家庭健康金”（政策解读·问答）,2026-06-10,,"国家医保局-医保动态 跨省共济，让医保个账资金成为“家庭健康金”（政策解读·问答）
国家医保局-医保动态 跨省共济，让医保个账资金成为“家庭健康金”（政策解读·问答）",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/10/art_14_20913.html
REG_000022,regulation,国家医保局-医保动态,关于2026年药品目录调整申报阶段的重要提醒,2026-06-09,,"国家医保局-医保动态 关于2026年药品目录调整申报阶段的重要提醒
国家医保局-医保动态 关于2026年药品目录调整申报阶段的重要提醒",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/9/art_14_20910.html
REG_000023,regulation,国家医保局-医保动态,医保战略采购改革国际研讨活动在京举办,2026-06-09,,"国家医保局-医保动态 医保战略采购改革国际研讨活动在京举办
国家医保局-医保动态 医保战略采购改革国际研讨活动在京举办",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/9/art_14_20901.html
REG_000024,regulation,国家医保局-医保动态,江苏医保和您一起比药价,2026-06-09,,"国家医保局-医保动态 江苏医保和您一起比药价
国家医保局-医保动态 江苏医保和您一起比药价",0,国家医疗保障局,江苏,https://www.nhsa.gov.cn/art/2026/6/9/art_14_20897.html
REG_000025,regulation,国家医保局-医保动态,亲情账户、家庭共济是什么，怎么用？以新疆医保为例讲解,2026-06-08,,"国家医保局-医保动态 亲情账户、家庭共济是什么，怎么用？以新疆医保为例讲解
国家医保局-医保动态 亲情账户、家庭共济是什么，怎么用？以新疆医保为例讲解",0,国家医疗保障局,新疆,https://www.nhsa.gov.cn/art/2026/6/8/art_14_20889.html
REG_000026,regulation,国家医保局-医保动态,医保支付方式改革有关情况介绍（第3期）,2026-06-08,,"国家医保局-医保动态 医保支付方式改革有关情况介绍（第3期）
国家医保局-医保动态 医保支付方式改革有关情况介绍（第3期）",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/8/art_14_20886.html
REG_000027,regulation,国家医保局-医保动态,焦点访谈：制度改革破局 国产创新药跑出“加速度”,2026-06-08,,"国家医保局-医保动态 焦点访谈：制度改革破局 国产创新药跑出“加速度”
国家医保局-医保动态 焦点访谈：制度改革破局 国产创新药跑出“加速度”",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/8/art_14_20882.html
REG_000028,regulation,国家医保局-医保动态,“卒”不及防，“脑”动乾坤,2026-06-07,,"国家医保局-医保动态 “卒”不及防，“脑”动乾坤
国家医保局-医保动态 “卒”不及防，“脑”动乾坤",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/7/art_14_20872.html
REG_000029,regulation,国家医保局-医保动态,专项行动典型案例第四期：定点零售药店违法违规使用医保基金问题,2026-06-07,,"国家医保局-医保动态 专项行动典型案例第四期：定点零售药店违法违规使用医保基金问题
国家医保局-医保动态 专项行动典型案例第四期：定点零售药店违法违规使用医保基金问题",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/7/art_14_20879.html
REG_000030,regulation,国家医保局-医保动态,2026年第二批医保参照药预沟通论证顺利实施,2026-06-06,,"国家医保局-医保动态 2026年第二批医保参照药预沟通论证顺利实施
国家医保局-医保动态 2026年第二批医保参照药预沟通论证顺利实施",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/6/art_14_20877.html
REG_000031,regulation,国家医保局-医保动态,抗生素耐药性：滥用抗生素后果有多严重？,2026-06-06,,"国家医保局-医保动态 抗生素耐药性：滥用抗生素后果有多严重？
国家医保局-医保动态 抗生素耐药性：滥用抗生素后果有多严重？",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/6/art_14_20870.html
REG_000032,regulation,国家医保局-医保动态,西藏医保和您一起比药价,2026-06-05,,"国家医保局-医保动态 西藏医保和您一起比药价
国家医保局-医保动态 西藏医保和您一起比药价",0,国家医疗保障局,西藏,https://www.nhsa.gov.cn/art/2026/6/5/art_14_20866.html
REG_000033,regulation,国家医保局-医保动态,“医码”当先 刷脸无忧,2026-06-05,,"国家医保局-医保动态 “医码”当先 刷脸无忧
国家医保局-医保动态 “医码”当先 刷脸无忧",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/5/art_14_20864.html
REG_000034,regulation,国家医保局-医保动态,新疆医保和您一起比药价,2026-06-04,,"国家医保局-医保动态 新疆医保和您一起比药价
国家医保局-医保动态 新疆医保和您一起比药价",0,国家医疗保障局,新疆,https://www.nhsa.gov.cn/art/2026/6/4/art_14_20855.html
REG_000035,regulation,国家医保局-医保动态,刷脸、扫码，3分钟搞定,2026-06-04,,"国家医保局-医保动态 刷脸、扫码，3分钟搞定
国家医保局-医保动态 刷脸、扫码，3分钟搞定",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/4/art_14_20846.html
REG_000036,regulation,国家医保局-医保动态,云南医保和您一起比药价,2026-06-03,,"国家医保局-医保动态 云南医保和您一起比药价
国家医保局-医保动态 云南医保和您一起比药价",0,国家医疗保障局,云南,https://www.nhsa.gov.cn/art/2026/6/3/art_14_20844.html
REG_000037,regulation,国家医保局-医保动态,医保支付方式改革有关情况介绍（第2期）,2026-06-03,,"国家医保局-医保动态 医保支付方式改革有关情况介绍（第2期）
国家医保局-医保动态 医保支付方式改革有关情况介绍（第2期）",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/3/art_14_20842.html
REG_000038,regulation,国家医保局-医保动态,“失能不失爱 保障有温度” 徐州长护经办的承诺,2026-06-03,,"国家医保局-医保动态 “失能不失爱 保障有温度” 徐州长护经办的承诺
国家医保局-医保动态 “失能不失爱 保障有温度” 徐州长护经办的承诺",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/3/art_14_20840.html
REG_000039,regulation,国家医保局-医保动态,清算提速见实效：2025年度清算5月底前圆满完成，154个统筹地区3...,2026-06-02,,"国家医保局-医保动态 清算提速见实效：2025年度清算5月底前圆满完成，154个统筹地区3...
国家医保局-医保动态 清算提速见实效：2025年度清算5月底前圆满完成，154个统筹地区3...",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/2/art_14_20838.html
REG_000040,regulation,国家医保局-医保动态,“一人一档”提供精准服务保障,2026-06-02,,"国家医保局-医保动态 “一人一档”提供精准服务保障
国家医保局-医保动态 “一人一档”提供精准服务保障",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/2/art_14_20833.html
REG_000041,regulation,国家医保局-医保动态,深入开展医保基金专项整治 严厉打击违法违规使用医保基金行为,2026-06-02,,"国家医保局-医保动态 深入开展医保基金专项整治 严厉打击违法违规使用医保基金行为
国家医保局-医保动态 深入开展医保基金专项整治 严厉打击违法违规使用医保基金行为",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/6/2/art_14_20829.html
REG_000042,regulation,国家医保局-医保动态,专项行动典型案例第三期：定点零售药店违法违规使用医保基金问题,2026-05-31,,"国家医保局-医保动态 专项行动典型案例第三期：定点零售药店违法违规使用医保基金问题
国家医保局-医保动态 专项行动典型案例第三期：定点零售药店违法违规使用医保基金问题",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/5/31/art_14_20818.html
REG_000043,regulation,国家医保局-医保动态,养成新习惯，别花冤枉钱——国家医保局建议用好药店比价小程序,2026-05-30,,"国家医保局-医保动态 养成新习惯，别花冤枉钱——国家医保局建议用好药店比价小程序
国家医保局-医保动态 养成新习惯，别花冤枉钱——国家医保局建议用好药店比价小程序",0,国家医疗保障局,,https://www.nhsa.gov.cn/art/2026/5/30/art_14_20812.html
REG_000044,regulation,国家医保局-医保动态,四川医保和您一起比药价,2026-06-01,,"国家医保局-医保动态 四川医保和您一起比药价
国家医保局-医保动态 四川医保和您一起比药价",0,国家医疗保障局,四川,https://www.nhsa.gov.cn/art/2026/6/1/art_14_20826.html
REG_000045,regulation,国家医保局-地方医保动态,【吉林】吉林医保和您一起比药价,2026-05-26,,"国家医保局-地方医保动态 【吉林】吉林医保和您一起比药价
国家医保局-地方医保动态 【吉林】吉林医保和您一起比药价",0,国家医疗保障局,吉林,http://www.nhsa.gov.cn/art/2026/5/26/art_14_20714.html
REG_000046,regulation,国家医保局-地方医保动态,【山东】测血压数据自动上云，医保个人健康档案“掌上查”,2026-05-25,,"国家医保局-地方医保动态 【山东】测血压数据自动上云，医保个人健康档案“掌上查”
国家医保局-地方医保动态 【山东】测血压数据自动上云，医保个人健康档案“掌上查”",0,国家医疗保障局,山东,http://www.nhsa.gov.cn/art/2026/5/25/art_14_20700.html
REG_000047,regulation,国家医保局-地方医保动态,【河南】医保支持基层，河南有实招！,2026-05-24,,"国家医保局-地方医保动态 【河南】医保支持基层，河南有实招！
国家医保局-地方医保动态 【河南】医保支持基层，河南有实招！",0,国家医疗保障局,河南,http://www.nhsa.gov.cn/art/2026/5/24/art_14_20683.html
REG_000048,regulation,国家医保局-地方医保动态,【贵州】贵州医保微信公众号上线重要新功能 可查询您在省内医保定点医院...,2026-05-23,,"国家医保局-地方医保动态 【贵州】贵州医保微信公众号上线重要新功能 可查询您在省内医保定点医院...
国家医保局-地方医保动态 【贵州】贵州医保微信公众号上线重要新功能 可查询您在省内医保定点医院...",0,国家医疗保障局,贵州,http://www.nhsa.gov.cn/art/2026/5/23/art_14_20690.html
REG_000049,regulation,国家医保局-地方医保动态,【海南】海南医保和您一起比药价,2026-05-22,,"国家医保局-地方医保动态 【海南】海南医保和您一起比药价
国家医保局-地方医保动态 【海南】海南医保和您一起比药价",0,国家医疗保障局,海南,http://www.nhsa.gov.cn/art/2026/5/22/art_14_20584.html
REG_000050,regulation,国家医保局-地方医保动态,【黑龙江】黑龙江医保和您一起比药价,2026-05-21,,"国家医保局-地方医保动态 【黑龙江】黑龙江医保和您一起比药价
国家医保局-地方医保动态 【黑龙江】黑龙江医保和您一起比药价",0,国家医疗保障局,黑龙江,http://www.nhsa.gov.cn/art/2026/5/21/art_14_20575.html
REG_000051,regulation,国家医保局-地方医保动态,【广西】仅三个月！广西医保影像云就已覆盖绝大部分三级医院！,2026-05-20,,"国家医保局-地方医保动态 【广西】仅三个月！广西医保影像云就已覆盖绝大部分三级医院！
国家医保局-地方医保动态 【广西】仅三个月！广西医保影像云就已覆盖绝大部分三级医院！",0,国家医疗保障局,广西,http://www.nhsa.gov.cn/art/2026/5/20/art_14_20565.html
REG_000052,regulation,国家医保局-地方医保动态,【天津】便捷支付让群众和医院都得到了实惠,2026-05-13,,"国家医保局-地方医保动态 【天津】便捷支付让群众和医院都得到了实惠
国家医保局-地方医保动态 【天津】便捷支付让群众和医院都得到了实惠",0,国家医疗保障局,天津,http://www.nhsa.gov.cn/art/2026/5/13/art_14_20485.html
REG_000053,regulation,国家医保局-地方医保动态,【安徽】安徽医保和您一起比药价,2026-05-12,,"国家医保局-地方医保动态 【安徽】安徽医保和您一起比药价
国家医保局-地方医保动态 【安徽】安徽医保和您一起比药价",0,国家医疗保障局,安徽,http://www.nhsa.gov.cn/art/2026/5/12/art_14_20481.html
REG_000054,regulation,国家医保局-地方医保动态,【北京】北京医保和您一起比药价,2026-05-11,,"国家医保局-地方医保动态 【北京】北京医保和您一起比药价
国家医保局-地方医保动态 【北京】北京医保和您一起比药价",0,国家医疗保障局,北京,http://www.nhsa.gov.cn/art/2026/5/11/art_14_20468.html
REG_000055,regulation,国家医保局-地方医保动态,【甘肃】甘肃医保和您一起比药价,2026-05-09,,"国家医保局-地方医保动态 【甘肃】甘肃医保和您一起比药价
国家医保局-地方医保动态 【甘肃】甘肃医保和您一起比药价",0,国家医疗保障局,甘肃,http://www.nhsa.gov.cn/art/2026/5/9/art_14_20451.html
REG_000056,regulation,国家医保局-地方医保动态,【山东】“出生即参、落地即享” 医保都做了啥？,2026-05-09,,"国家医保局-地方医保动态 【山东】“出生即参、落地即享” 医保都做了啥？
国家医保局-地方医保动态 【山东】“出生即参、落地即享” 医保都做了啥？",0,国家医疗保障局,山东,http://www.nhsa.gov.cn/art/2026/5/9/art_14_20434.html
REG_000057,regulation,国家医保局-地方医保动态,【湖南】湖南医保和您一起比药价,2026-05-08,,"国家医保局-地方医保动态 【湖南】湖南医保和您一起比药价
国家医保局-地方医保动态 【湖南】湖南医保和您一起比药价",0,国家医疗保障局,湖南,http://www.nhsa.gov.cn/art/2026/5/8/art_14_20428.html
REG_000058,regulation,国家医保局-地方医保动态,【江西】江西医保和您一起比药价,2026-05-06,,"国家医保局-地方医保动态 【江西】江西医保和您一起比药价
国家医保局-地方医保动态 【江西】江西医保和您一起比药价",0,国家医疗保障局,江西,http://www.nhsa.gov.cn/art/2026/5/6/art_14_20407.html
REG_000059,regulation,国家医保局-地方医保动态,【山东】山东医保和您一起比药价,2026-04-30,,"国家医保局-地方医保动态 【山东】山东医保和您一起比药价
国家医保局-地方医保动态 【山东】山东医保和您一起比药价",0,国家医疗保障局,山东,http://www.nhsa.gov.cn/art/2026/4/30/art_14_20389.html
REG_000060,regulation,国家医保局-地方医保动态,【河北】河北医保和您一起比药价,2026-04-29,,"国家医保局-地方医保动态 【河北】河北医保和您一起比药价
国家医保局-地方医保动态 【河北】河北医保和您一起比药价",0,国家医疗保障局,河北,http://www.nhsa.gov.cn/art/2026/4/29/art_14_20373.html
REG_000061,regulation,国家医保局-地方医保动态,【陕西】陕西医保和您一起比药价,2026-04-28,,"国家医保局-地方医保动态 【陕西】陕西医保和您一起比药价
国家医保局-地方医保动态 【陕西】陕西医保和您一起比药价",0,国家医疗保障局,陕西,http://www.nhsa.gov.cn/art/2026/4/28/art_14_20352.html
REG_000062,regulation,国家医保局-地方医保动态,【广西】广西医保和您一起比药价,2026-05-07,,"国家医保局-地方医保动态 【广西】广西医保和您一起比药价
国家医保局-地方医保动态 【广西】广西医保和您一起比药价",0,国家医疗保障局,广西,http://www.nhsa.gov.cn/art/2026/5/7/art_14_20423.html
REG_000063,regulation,国家医保局-地方医保动态,【广东】广东医保和您一起比药价,2026-04-27,,"国家医保局-地方医保动态 【广东】广东医保和您一起比药价
国家医保局-地方医保动态 【广东】广东医保和您一起比药价",0,国家医疗保障局,广东,http://www.nhsa.gov.cn/art/2026/4/27/art_14_20344.html
REG_000064,regulation,国家医保局-地方医保动态,【重庆】重庆医保和您一起比药价,2026-04-24,,"国家医保局-地方医保动态 【重庆】重庆医保和您一起比药价
国家医保局-地方医保动态 【重庆】重庆医保和您一起比药价",0,国家医疗保障局,重庆,http://www.nhsa.gov.cn/art/2026/4/24/art_14_20319.html
REG_000065,regulation,国家医保局-地方医保动态,【河南】打造医保结算“快车道” 跑出便民惠企“加速度”,2026-04-23,,"国家医保局-地方医保动态 【河南】打造医保结算“快车道” 跑出便民惠企“加速度”
国家医保局-地方医保动态 【河南】打造医保结算“快车道” 跑出便民惠企“加速度”",0,国家医疗保障局,河南,http://www.nhsa.gov.cn/art/2026/4/23/art_14_20314.html
REG_000066,regulation,国家医保局-地方医保动态,【浙江】数字赋能 服务提质 杭州医保便捷支付体系全面提速升级,2026-04-19,,"国家医保局-地方医保动态 【浙江】数字赋能 服务提质 杭州医保便捷支付体系全面提速升级
国家医保局-地方医保动态 【浙江】数字赋能 服务提质 杭州医保便捷支付体系全面提速升级",0,国家医疗保障局,浙江,http://www.nhsa.gov.cn/art/2026/4/19/art_14_20247.html
REG_000067,regulation,国家医保局-地方医保动态,【辽宁】辽宁省人民政府办公厅关于印发《辽宁省建立长期护理保险制度实施...,2026-04-18,,"国家医保局-地方医保动态 【辽宁】辽宁省人民政府办公厅关于印发《辽宁省建立长期护理保险制度实施...
国家医保局-地方医保动态 【辽宁】辽宁省人民政府办公厅关于印发《辽宁省建立长期护理保险制度实施...",0,国家医疗保障局,辽宁,http://www.nhsa.gov.cn/art/2026/4/18/art_14_20243.html
REG_000068,regulation,国家医保局-地方医保动态,【江西】江西省人民政府办公厅关于印发《江西省建立长期护理保险制度实施...,2026-04-17,,"国家医保局-地方医保动态 【江西】江西省人民政府办公厅关于印发《江西省建立长期护理保险制度实施...
国家医保局-地方医保动态 【江西】江西省人民政府办公厅关于印发《江西省建立长期护理保险制度实施...",0,国家医疗保障局,江西,http://www.nhsa.gov.cn/art/2026/4/17/art_14_20241.html
REG_000069,regulation,国家医保局-地方医保动态,【湖南】7月1日起全面铺开！湖南将迎来政策范围内住院分娩“零自付”时...,2026-04-17,,"国家医保局-地方医保动态 【湖南】7月1日起全面铺开！湖南将迎来政策范围内住院分娩“零自付”时...
国家医保局-地方医保动态 【湖南】7月1日起全面铺开！湖南将迎来政策范围内住院分娩“零自付”时...",0,国家医疗保障局,湖南,http://www.nhsa.gov.cn/art/2026/4/17/art_14_20238.html
REG_000070,regulation,国家医保局-地方医保动态,【内蒙古】内蒙古特例单议启动线上评审，结果可查可复议,2026-04-13,,"国家医保局-地方医保动态 【内蒙古】内蒙古特例单议启动线上评审，结果可查可复议
国家医保局-地方医保动态 【内蒙古】内蒙古特例单议启动线上评审，结果可查可复议",0,国家医疗保障局,内蒙古,http://www.nhsa.gov.cn/art/2026/4/13/art_14_20201.html
REG_000071,regulation,国家医保局-地方医保动态,【广东】告别“同病不同码” 深圳出台医保结算清单诊断编码填报指南,2026-04-07,,"国家医保局-地方医保动态 【广东】告别“同病不同码” 深圳出台医保结算清单诊断编码填报指南
国家医保局-地方医保动态 【广东】告别“同病不同码” 深圳出台医保结算清单诊断编码填报指南",0,国家医疗保障局,广东,http://www.nhsa.gov.cn/art/2026/4/7/art_14_20135.html
REG_000072,regulation,国家医保局-地方医保动态,【河北】河北省医疗保障局等10部门关于印发《河北省建立长期护理保险制...,2026-04-07,,"国家医保局-地方医保动态 【河北】河北省医疗保障局等10部门关于印发《河北省建立长期护理保险制...
国家医保局-地方医保动态 【河北】河北省医疗保障局等10部门关于印发《河北省建立长期护理保险制...",0,国家医疗保障局,河北,http://www.nhsa.gov.cn/art/2026/4/7/art_14_20124.html
REG_000073,regulation,国家医保局-地方医保动态,【海南】海南省人民政府办公厅关于印发《海南省建立长期护理保险制度实施...,2026-04-06,,"国家医保局-地方医保动态 【海南】海南省人民政府办公厅关于印发《海南省建立长期护理保险制度实施...
国家医保局-地方医保动态 【海南】海南省人民政府办公厅关于印发《海南省建立长期护理保险制度实施...",0,国家医疗保障局,海南,http://www.nhsa.gov.cn/art/2026/4/6/art_14_20128.html
REG_000074,regulation,国家医保局-地方医保动态,【云南】云南省人民政府办公厅关于印发《云南省建立长期护理保险制度实施...,2026-04-05,,"国家医保局-地方医保动态 【云南】云南省人民政府办公厅关于印发《云南省建立长期护理保险制度实施...
国家医保局-地方医保动态 【云南】云南省人民政府办公厅关于印发《云南省建立长期护理保险制度实施...",0,国家医疗保障局,云南,http://www.nhsa.gov.cn/art/2026/4/5/art_14_20122.html
REG_000075,regulation,国家医保局-地方医保动态,【四川】四川省人民政府办公厅关于印发《四川省建立长期护理保险制度实施...,2026-04-03,,"国家医保局-地方医保动态 【四川】四川省人民政府办公厅关于印发《四川省建立长期护理保险制度实施...
国家医保局-地方医保动态 【四川】四川省人民政府办公厅关于印发《四川省建立长期护理保险制度实施...",0,国家医疗保障局,四川,http://www.nhsa.gov.cn/art/2026/4/3/art_14_20120.html
REG_000076,regulation,国家医保局-地方医保动态,【山东】山东省人民政府办公厅关于建立完善长期护理保险制度的实施意见,2026-04-01,,"国家医保局-地方医保动态 【山东】山东省人民政府办公厅关于建立完善长期护理保险制度的实施意见
国家医保局-地方医保动态 【山东】山东省人民政府办公厅关于建立完善长期护理保险制度的实施意见",0,国家医疗保障局,山东,http://www.nhsa.gov.cn/art/2026/4/1/art_14_20091.html
REG_000077,regulation,国家医保局-地方医保动态,【山东】提前了！医保基金清算再提速,2026-03-30,,"国家医保局-地方医保动态 【山东】提前了！医保基金清算再提速
国家医保局-地方医保动态 【山东】提前了！医保基金清算再提速",0,国家医疗保障局,山东,http://www.nhsa.gov.cn/art/2026/3/30/art_14_20065.html
REG_000078,regulation,国家医保局-地方医保动态,【内蒙古】内蒙古锡林郭勒盟：医保“四支付”赋能草原就医结算迈入“便捷...,2026-03-28,,"国家医保局-地方医保动态 【内蒙古】内蒙古锡林郭勒盟：医保“四支付”赋能草原就医结算迈入“便捷...
国家医保局-地方医保动态 【内蒙古】内蒙古锡林郭勒盟：医保“四支付”赋能草原就医结算迈入“便捷...",0,国家医疗保障局,内蒙古,http://www.nhsa.gov.cn/art/2026/3/28/art_14_20054.html
